N° Projet;Montant Loyer;Durée;;Montant Financé
49657;531;21;5,58;9516,129
49663;290;20;6,055;4789,4302
49664;116;21;7,02;1652,4217
45620;991,2;21;5,654;17530,9515
49669;1641;16;7,132;23008,97
49676;NULL;3;NULL;500
49406;195;21;5,817;3352,2434
49683;NULL;NULL;NULL;NULL
49438;306;13;9,004;3500
45533;345;63;6,162;5598,8315
49723;122;12;10,083;1209,9574
49831;NULL;NULL;NULL;NULL
49695;NULL;NULL;NULL;NULL
50068;NULL;NULL;NULL;NULL
49385;165;21;5,956;2770,3156
49725;270;NULL;6,096;4429,1339
49082;NULL;NULL;NULL;NULL
49733;2019,78;22;6,23089;36644,92
49738;165;20;6,373;2589,32
49712;NULL;NULL;NULL;NULL
46373;NULL;NULL;NULL;NULL
51855;570;16;7,365;7739,3075
49565;391,8;21;5,817;6735,36
49677;951;63;5,65;16831,8584
49681;450;63;5,65;7964,6018
49690;378;21;5,781;6538,66
49698;NULL;NULL;NULL;NULL
53761;NULL;NULL;NULL;NULL
49272;NULL;NULL;NULL;NULL
49710;353,63;21;5,704;6199,6844
49730;NULL;NULL;NULL;NULL
49686;NULL;NULL;NULL;NULL
49271;282;20;6,373;4424,9176
49785;NULL;NULL;NULL;NULL
49870;345;16;7,601;4538,8765
49744;137,6;16;6,865;2004,37
49745;150;21;6,098;2459,8229
49753;NULL;NULL;NULL;NULL
49764;NULL;NULL;NULL;NULL
49614;132,45;60;6,623;1999,849
49390;1002,99;21;5,9;17000
49781;NULL;NULL;NULL;NULL
49786;833,88;21;5,6289660179;14814,09
49792;300;21;6,086;4929,346
49268;1681;29;6,012;27960,7452
49793;NULL;NULL;NULL;NULL
49598;NULL;NULL;NULL;NULL
49798;NULL;NULL;NULL;NULL
48705;599;20;5,966;10040,228
49815;NULL;NULL;NULL;NULL
50038;105;21;6,44;1631,7
49817;NULL;NULL;NULL;NULL
49820;578;21;5,79;9982,7288
55115;NULL;NULL;NULL;NULL
49834;1745,7;21;5,66;30842,7562
49206;NULL;NULL;NULL;NULL
49782;NULL;NULL;NULL;NULL
49860;941,12;5;NULL;11414,43
49822;NULL;21;NULL;NULL
49747;480;21;5,952;8064,5161
49882;621,5;21;5,71;10884,4133
49888;NULL;NULL;NULL;NULL
49890;450,8;21;5,679759;7936,9565
49891;NULL;NULL;NULL;NULL
49940;282;21;5,961;4730,7499
49854;NULL;NULL;NULL;NULL
50924;423;21;5,817;7271,7896
49947;1383;20;5,816;23779,2297
49954;1890;20;5,99;31552,5876
49951;135;20;6,636;2034,3
49968;348;21;5,69837;6107,01
50049;534;20;5,8768227527;9086,54
49980;485,37;22;5,4036854278;8982,26
49981;NULL;NULL;NULL;NULL
49982;NULL;NULL;NULL;NULL
49058;411;36;9,586;4287,5026
49987;91,08;21;6,541;1392,43
49989;430;21;5,817;7392,1265
49990;NULL;NULL;NULL;NULL
49995;290;21;6,137;4725,4359
49996;37,8;21;6,651;568,3356
49139;60;12;9,76;614,76
49104;592;20;NULL;9927,37
50014;NULL;NULL;NULL;NULL
50015;186;21;5,6289660179;3304,34
49713;435;21;5,757;7556,0188
49943;209;21;6,16;3391,76
49944;447;21;5,758;7763,1122
49807;NULL;NULL;NULL;NULL
51667;NULL;NULL;NULL;NULL
50012;NULL;NULL;NULL;NULL
49397;275,05;21;5,776;4761,946
50022;1252,14;21;5,789;21629,6424
50028;300;21;5,776;5193,71
49819;1051,48;21;5,767;18232,7033
48400;389,19;21;5,817;6690,5621
49718;930;4;2,404;38685,52
50047;594;21;5,9;10067,7966
50053;390;21;5,75;6782,6
50055;150;21;6,03;2487,5622
49979;83,7;21;6,418;1304
50056;NULL;NULL;NULL;NULL
49313;NULL;NULL;NULL;NULL
50059;315,39;22;6,0000237699;5256,48
50061;NULL;NULL;NULL;NULL
52392;2562,21;21;6,917;37042,2148
50075;205,8;20;5,8768227527;3501,89
50081;129;21;6,418;2009,972
50083;291;21;5,781;5033,7312
49839;915;21;5,79;15805,84
49000;NULL;NULL;NULL;NULL
49645;225;20;5,991;3755,6335
41725;245;21;6,206;3948,04
42751;2730,87;22;5,2458455526;52057,77
50158;211;60;2,012;10367,52
42777;189,9;21;5,956;3188,3815
50254;1635;17;6,65;24586,4662
48617;291;NULL;5,817;5002,5786
50260;1375,14;21;5,7415453383;23950,69
50264;343,17;21;6,162;5569,1334
50294;NULL;NULL;NULL;NULL
50315;315;21;5,776;5453,6011
50323;734,33;63;5,82;12617,354
50329;498,33;21;5,821;8560,9002
48481;NULL;NULL;NULL;NULL
50338;264;21;5,895;4478,3715
50340;338;21;5,776;5851,8006
50341;494,5;21;5,758;8588,0514
50342;NULL;NULL;NULL;NULL
50346;449;21;5,888;7625,6793
50347;449;21;5,888;7625,6793
49789;160;21;6,4349;2486,4411
50348;NULL;NULL;NULL;NULL
50350;237,45;21;6,255;3796,1631
50357;340;36;9,511;3574,8081
50382;2385,25;21;5,908;40373,2227
50385;2655;21;5,65;46991,1504
50384;452,67;21;5,758;7861,5839
50392;NULL;NULL;NULL;NULL
50393;NULL;NULL;NULL;NULL
50394;285;21;5,8;4913,7931
50395;NULL;NULL;NULL;NULL
50396;966;16;7,103;13599,8874
50397;580;21;5,755;10078,1929
49924;NULL;NULL;NULL;NULL
49926;NULL;NULL;NULL;NULL
49956;NULL;NULL;NULL;NULL
49973;NULL;NULL;NULL;NULL
50002;NULL;NULL;NULL;NULL
50024;NULL;NULL;NULL;NULL
50030;NULL;NULL;NULL;NULL
50031;NULL;NULL;NULL;NULL
50034;768;21;5,6499;13593,1609
50065;NULL;NULL;NULL;NULL
52349;NULL;NULL;NULL;NULL
52275;NULL;NULL;NULL;NULL
50007;4869;12;9,1630029408;53137,6
52992;NULL;NULL;NULL;NULL
50179;340;21;6,028;5640,3451
50183;255;21;5,888;4330,8424
50279;194,16;22;5,7055463918;3403
51903;NULL;NULL;NULL;NULL
50285;210;21;6,086;3450,5422
50293;564;21;5,557;10149,3612
50290;209,4;8;13,903;1506,07
50086;144;21;6,435;2237,7622
50402;760;17;6,77;11225,997
50407;460;20;5,894;7804,547
50408;NULL;NULL;NULL;NULL
50415;166,2;21;6;2770
52329;3699,5;21;5,642;65570,7196
68254;1300;20;5,877;22120,1293
50362;982,5;21;5,62;17482,2064
53898;933,7;63;5,642;16549,0961
50422;237,71;21;6,095;3900,082
50427;NULL;NULL;NULL;NULL
50429;1208,9;8;13,63;8869,54
50430;2702;20;5,852;46172,2488
50433;NULL;NULL;NULL;NULL
50999;NULL;NULL;NULL;NULL
50445;450;21;5,817;7735,9464
50448;NULL;NULL;NULL;NULL
50406;641,31;21;5,654;11342,5893
51562;NULL;NULL;NULL;NULL
50458;NULL;NULL;NULL;NULL
50534;NULL;NULL;NULL;NULL
50577;261;12;9,605;2717,3347
49344;NULL;NULL;NULL;NULL
50482;81,3;22;5,4036854278;1504,53
49666;285;63;6,086;4682,8787
51568;841,1;16;7,297;11526,6548
50496;1150;21;5,75;20000
50463;NULL;NULL;NULL;NULL
50434;558;21;5,87;9505,9625
50140;2025;21;5,654;35815,352
50533;491;21;5,786;8486,0007
50539;605,6;21;5,758;10517,5408
50540;740;21;5,75;12869,56
50486;NULL;NULL;NULL;NULL
50567;103;NULL;3,224;3194,7891
50583;204,5;21;5,961;3430,6324
50591;600;21;5,9;10178,12
51828;NULL;NULL;NULL;NULL
50570;458,4;20;5,979;7666,8339
50604;678,96;21;5,71;11890,718
50612;115,57;3;NULL;1275
49191;8871,984;16;6,979;127124,0006
53022;1050;8;13,292;7899,4884
49929;418;21;5,781;7230,5829
49912;1470;20;5,816;25275,1032
50579;NULL;NULL;NULL;NULL
49939;909;21;5,767;15762,77
49945;284,1;20;5,928;4792,5101
49946;1509;21;5,908;25541,6385
49872;NULL;NULL;NULL;NULL
49965;230,28;21;5,769;3991,6797
49887;1440;16;7,19;20027,8164
51827;NULL;NULL;NULL;NULL
49515;1470;21;5,733;25640,31
49988;NULL;NULL;NULL;NULL
49993;NULL;NULL;NULL;NULL
52102;430,5;22;5,3950225189;7979,58
50008;256,62;36;9,73;2637,4101
49849;1148,19;5;5,894;19480,6583
50026;180;5;NULL;900
50027;493,5;21;5,758;8570,6843
50032;349,02;21;5,77;6048,8735
50041;330;21;5,758;5731,1567
51736;912;21;5,711;15969,1823
50045;NULL;NULL;NULL;NULL
49893;720;21;5,873;12362,09
50052;238;14;8,446;2817,902
49654;580,2;21;5,758;10076,4154
50072;NULL;NULL;NULL;NULL
50077;845,28;21;5,1893199821;16288,89
50079;NULL;NULL;NULL;NULL
49844;160,99;8;NULL;1100
49931;256,5;21;6,16;4162,61
50084;163,73;21;6,137;2667,9159
49761;5295;21;NULL;114498,81
50087;291;21;6,086;4781,4657
50124;4540,14;21;5,6289660179;80656,73
50128;NULL;NULL;NULL;NULL
48357;2780;NULL;9,166;30329,4785
50190;NULL;NULL;NULL;NULL
50195;NULL;NULL;NULL;NULL
50201;NULL;NULL;NULL;NULL
52808;450;20;5,979;7526,3422
49997;271,89;19;NULL;3815
50281;243;12;9,916;2450,5849
49283;456;21;6;7603,8
50349;NULL;NULL;NULL;0
49826;1117,5;21;5,613;19909,1395
50358;NULL;NULL;NULL;NULL
50373;791;21;5,895;13418,151
50115;971,2;20;5,877;16525,4381
50617;164,7;21;6,137;2683,7217
50621;266,67;22;5,4036854278;4934,97
50626;600;21;5,755;10425,7168
50468;366,3;21;6,3319408088;5784,91
50631;382;60;6,004;6362,425
50639;135;21;6,433;2098,5543
50428;81,75;21;6,71;1217,79
50640;554,4;21;5,873;9440,22
50641;164,7;20;6,3723;2584,6241
50553;NULL;NULL;NULL;NULL
50646;5493,51;20;5,757;95439,71
68679;270;21;5,795;4659,189
68684;300;21;5,795;5176,8766
68814;NULL;NULL;NULL;NULL
68792;1716,88;20;5,88;29198,6395
68706;1016;20;5,877;17287,7318
68711;NULL;NULL;NULL;NULL
68368;NULL;NULL;NULL;NULL
68712;249,3;21;5,8;4298,2759
68714;NULL;NULL;NULL;NULL
68716;821,46;16;7,253934;11324,34
64758;NULL;NULL;NULL;NULL
70414;172,75;21;6,1;2831,9672
68545;NULL;NULL;NULL;NULL
69284;NULL;NULL;NULL;NULL
69192;288,99;22;5,5615;5196,26
59792;NULL;NULL;NULL;NULL
66837;NULL;NULL;NULL;NULL
68760;NULL;NULL;NULL;NULL
67124;NULL;NULL;NULL;NULL
68722;244,5;21;6,1;3984,03
68777;195;12;9,916;1966,5188
67428;43,26;22;6;721
69511;NULL;NULL;NULL;NULL
68785;397,43;22;5,5615;7146,17
68798;117;21;6,433;1818,7471
68826;NULL;NULL;NULL;NULL
68827;NULL;NULL;NULL;NULL
68652;201;21;6,1;3295,082
68823;412,02;12;9,73;4234,5324
69526;763;16;7,51;10159,787
71941;440;20;6,06;7260,7261
68873;30;20;6,5994;454,59
68878;144;20;6,5994;2182,02
68856;1571,68;16;7,144;22000
68903;180;21;6,137;2933,0292
68905;1296;22;5,18;25019,31
72687;NULL;NULL;NULL;NULL
68739;917,91;21;5,789;15856,1064
68746;468;12;9,61;4869,9272
68748;175,2;20;6,47;2707,88
68750;339,36;20;6,06;5600
68757;NULL;NULL;NULL;NULL
69052;325,91;20;6,004;5428,2145
68822;744,42;NULL;5,642;13194,2574
57960;NULL;NULL;NULL;NULL
68465;175,8;21;5,76;3052,08
68862;NULL;NULL;NULL;NULL
68879;384,87;20;6,004;6410,2265
68880;413,66;21;5,8;7132,069
68909;4260;22;5,2;81923,0769
68913;772;21;5,6;13785,7143
68914;486,18;21;5,7855;8403,42
66826;NULL;NULL;NULL;NULL
68885;NULL;NULL;NULL;NULL
68936;416;8;25,84;1609,9071
68938;33;5;5,805;568,4755
68939;66,35;21;6,47;1025,5023
68947;169;12;9,916;1704,3163
67718;801;21;5,62;14252,669
68954;1537,5;21;5,629;27313,91
68952;643;21;5,698;11284,6613
68955;980;NULL;5,841;16777,949
69064;454,4;20;5,979;7599,9331
67775;NULL;21;6,2;0
68710;NULL;NULL;NULL;NULL
68962;180;21;6,1;2950,8197
69008;1134;21;5,629;20145,67
69011;294,4;21;5,8;5075,8621
69012;NULL;NULL;NULL;NULL
69086;524,98;20;5,98;8778,9298
69072;380;21;5,642;6735,2003
69117;NULL;NULL;NULL;NULL
68819;437,8;21;6,028;7262,7737
68895;315,12;15;8,226;3830,7805
72563;NULL;NULL;NULL;NULL
68863;486;21;5,758;8440,4307
68907;6653,85;21;5,629;118206,59
68943;1507,4;20;5,99454;25146,18
68950;NULL;NULL;NULL;NULL
68956;1119;21;5,629;19879,2
68984;691,26;22;5,4956;12578,37
68985;96;18;7,046;1362,48
68761;619,2;21;5,755;10759,3397
68142;549;13;8,81;6231,5551
68867;372;21;6,028;6171,2011
69032;501;13;8,81;5686,7196
70503;97,8;21;6,224;1571,34
69061;NULL;NULL;NULL;NULL
69063;158;20;6,137;2574,5478
68974;391,35;22;5,67273;6898,79
69077;4200,4;22;5,404;77727,6
69116;NULL;NULL;NULL;NULL
68256;NULL;NULL;NULL;NULL
68813;210;21;6,1;3442,623
69180;NULL;NULL;NULL;NULL
69187;1249,24;22;5,51208;22663,71
69070;NULL;NULL;NULL;NULL
69203;382;21;5,795;6591,8896
69227;205;12;9,92;2066,5323
69360;2334,42;20;5,642;41375,7533
70088;145,45;16;7,875;1846,9841
64647;NULL;NULL;NULL;NULL
69345;NULL;NULL;NULL;NULL
69195;150;21;6,471;2318,0343
68713;1528,29;22;5,404;28280,64
69347;47,7;21;6,47;737,2488
69338;215;3;9,12;2357,4561
69351;NULL;NULL;NULL;NULL
68995;726,68;21;5,629;12909,49
69002;671,5;21;5,76;11657,9861
69021;NULL;NULL;NULL;NULL
69056;871,8;22;5,404;16132,49
69057;NULL;NULL;NULL;NULL
68953;251,1;22;5,5;4565,4545
69090;NULL;NULL;NULL;NULL
69134;192,82;16;7,678;2511,4
67771;0,03;12;9,941;0,3
69149;NULL;NULL;NULL;NULL
69157;1695,47;21;5,67;29902,4
69176;1310;21;5,64;23226,9504
69177;NULL;NULL;NULL;NULL
69182;90;21;6,137;1466,5146
68620;NULL;NULL;NULL;NULL
69191;1871,08;22;5,51208;33945,06
69261;NULL;NULL;NULL;NULL
65682;118,37;21;6,43;1840,902
69273;NULL;NULL;NULL;NULL
69276;414,96;20;5,7;7280
69240;NULL;NULL;NULL;NULL
69281;543,02;21;5,74158;9457,68
68567;815,19;22;5,25;15527,37
69308;795;21;5,5;14454,55
69208;172,63;21;6,435;2682,6729
69316;2465,7;22;5,404;45627,31
69337;NULL;NULL;NULL;NULL
69340;NULL;NULL;NULL;NULL
68240;NULL;NULL;NULL;NULL
69352;NULL;NULL;NULL;NULL
69353;146,97;21;6,43;2285,6921
69365;NULL;NULL;NULL;NULL
69373;NULL;NULL;NULL;NULL
68809;NULL;NULL;NULL;NULL
69374;NULL;NULL;NULL;NULL
69375;5535,49;22;5,404;102433,14
69370;241,62;20;5,88;4109,1837
69377;1100;21;5,642;19496,6324
69378;393,3;22;5,67273;6933,17
69382;96;63;2,096;4651,16
69024;1033,05;22;5,51208;18741,59
69085;NULL;NULL;NULL;NULL
69089;316,38;22;5,5615;5688,75
69103;390;16;7,544;5169,6713
72324;1302,25;16;7,246;17971,9845
69143;796,49;22;5,4956;14493,24
69186;396,75;13;9,148;4337,0136
69194;1139,55;21;5,629;20244,27
67167;NULL;NULL;NULL;NULL
69884;84,75;21;6,524;1299,0497
63439;NULL;NULL;NULL;NULL
69231;141;22;6;2350
69212;165;21;6,1;2704,918
69255;NULL;NULL;NULL;NULL
69702;NULL;NULL;NULL;NULL
69389;NULL;NULL;NULL;NULL
69371;107;20;6,71;1594,6349
69766;787,14;21;5,72;13761,15
69397;1200,21;22;5,51208;21774,21
69264;153,52;22;6;2558,75
69307;726,01;21;5,72;12692,56
69413;NULL;NULL;NULL;NULL
69416;89,43;22;6;1490,5
66894;NULL;NULL;NULL;NULL
69419;1051;21;5,64;18634,7518
69420;NULL;NULL;NULL;NULL
69423;92;21;7,148;1287,0733
69429;NULL;NULL;NULL;NULL
69428;NULL;NULL;NULL;NULL
68888;350;21;5,8;6034,4828
69434;167,31;22;6;2788,5
69190;NULL;NULL;NULL;NULL
69440;1644;16;7,144;23012,318
69703;NULL;NULL;NULL;NULL
69409;NULL;NULL;NULL;NULL
68628;263;21;5,8;4534,4828
69145;450;21;5,76;7812,5
69292;278,85;22;5,5615;5013,94
70828;2128,36;10;11,079;19210,73
68560;NULL;NULL;NULL;NULL
69306;NULL;NULL;NULL;NULL
69384;241,41;16;7,54;3201,7241
69388;1143,14;22;5,404;21153,61
68730;439,78;18;6,455;6812,98
69398;416,28;22;5,5615;7485,03
72624;747,24;21;5,76;12972,9167
69433;NULL;NULL;NULL;NULL
68892;183;21;6,1;3000
69325;NULL;NULL;NULL;NULL
33515;NULL;NULL;NULL;NULL
69469;416,49;22;5,404;7707,01
69439;NULL;NULL;NULL;NULL
69493;787,54;21;5,62899954;13990,85
69496;NULL;NULL;NULL;NULL
69509;582;5;5,65;10300,885
69241;385;21;5,64;6826,2411
69520;3269,7;22;5,404;60505,11
69523;1550,06;12;9;17222,93
69524;524,7;21;5,7855;9069,22
69530;657,95;21;5,45;12072,52
69403;1381,5;22;5,2;26567,31
69541;33,53;12;9,941;337,24
69294;517,1;22;5,499942;9401,83
69547;410,84;16;7,601;5405,0783
69548;1328,4;21;5,629;23599,22
69458;NULL;NULL;NULL;NULL
69551;126,7;21;6,471;1957,9663
69553;NULL;NULL;NULL;NULL
69287;339;21;5,8;5844,8276
69288;NULL;NULL;NULL;NULL
69329;NULL;NULL;NULL;NULL
69346;NULL;NULL;NULL;NULL
69888;NULL;NULL;NULL;NULL
65504;465;21;5,755;8079,9305
69172;1026,74;21;5,629;18240,2
69354;NULL;NULL;NULL;NULL
69466;260,01;15;8,39;3099,05
69054;476,1;15;7,8298;6080,62
69554;180;20;6,306;2854,4244
69555;NULL;NULL;NULL;NULL
57964;486;20;5,98;8127,0903
69557;NULL;NULL;NULL;NULL
69559;22;9;6,963;315,9558
69565;NULL;NULL;NULL;NULL
69566;470;20;6;7833,3333
69567;475,08;16;7,35;6463,6735
69571;1377;21;5,629;24462,6
69299;NULL;NULL;NULL;NULL
65991;NULL;NULL;NULL;NULL
69576;3232,5;17;6,814;47439,1
69580;1735,73;20;5,877;29534,29
68959;580,15;22;5,4956;10556,65
69583;NULL;NULL;NULL;NULL
69582;121,98;21;6,433;1896,1604
66789;420;21;6,028;6967,4851
69109;949,85;16;7,2537;13094,75
69587;1113,43;22;5,404;20603,83
69535;160;13;9,4;1702,1277
69605;NULL;NULL;NULL;NULL
69608;NULL;NULL;NULL;NULL
69879;187;16;7,678;2435,52
69620;NULL;NULL;NULL;NULL
69616;3164,63;22;5,404;58560,83
69625;209,15;21;6,4;3267,9687
69643;120;21;6,47;1865,38
69328;2085;20;6,03;34577,1144
69355;483,27;21;5,7855;8353,13
69091;296,82;21;5,795;5122,0017
69233;NULL;NULL;NULL;NULL
69379;NULL;NULL;NULL;NULL
69169;587,7;18;6,6082;8893,5
69396;33,53;12;9,941;337,24
68829;936,39;22;5,404;17327,66
71138;158,02;22;6;2633,6
69151;1523,37;21;5,629;27062,88
69431;277,25;21;6,224;4454,51
69481;470;20;5,979;7860,8463
69488;585;21;5,72;10227,27
69502;NULL;NULL;NULL;NULL
69540;NULL;NULL;NULL;NULL
69563;258,77;22;6,12;4228,21
69564;NULL;NULL;NULL;NULL
72104;NULL;NULL;NULL;NULL
60715;2287;48;9,197;24866,8044
69651;1121,71;22;5,404;20757,12
69657;NULL;NULL;NULL;NULL
69739;507,03;21;5,7855;8763,81
69674;682,72;22;5,605512;12179,52
69688;288,24;5;5,8;4969,6552
69691;NULL;NULL;NULL;NULL
68268;432;21;5,8;7448,2759
69696;695,33;21;5,6;12416,6071
69079;556;12;9,4341;5893,51
69708;442,56;21;5,6;7902,8571
69718;NULL;NULL;NULL;NULL
69745;554,8;22;5,4956;10095,3
69755;33,53;12;9,941;337,24
69767;851,45;21;5,895;14443,5963
43060;514;21;5,546;9267,9409
43061;177;21;5,546;3191,4894
43110;552,55;16;6,9937;7900,682
43128;96,46;20;6,6;1461,5152
43059;108;21;6,1;1770,4918
43142;225;21;6,057;3714,7103
41589;NULL;NULL;NULL;NULL
42877;372;21;5,941;6261,5721
43206;1676,32;21;5,546;29383,33
42505;1065;63;1,87;56951,8717
43031;750;12;9,571;7836,1718
40908;149,91;20;6,73;2227,4889
41460;1560;20;NULL;26738,58
43213;374,85;20;5,95;6300
43214;NULL;NULL;NULL;NULL
42903;NULL;NULL;NULL;NULL
43219;970,7;21;5,908;16430,264
43223;736,5;21;5,6;13151,7857
43224;990,26;20;6,214;15935,9511
41328;222;21;6,16;3602,73
43244;199;21;6,045;3291,9768
43233;NULL;NULL;NULL;NULL
43161;465;5;5,652;8227,18
43252;99;36;3,235;3060,2782
41646;287;5;1,934;14839,7104
43274;840;21;5,789;14510,2781
43275;NULL;NULL;NULL;NULL
43257;127;57;6,849;1854,2853
43299;NULL;NULL;NULL;NULL
42552;900;21;5,546;16227,912
43339;523,2;21;5,68;9211,2676
43344;1028;21;5,549;18525,8605
43345;923,89;21;5,549;16649,6666
43349;350;21;5,83;6003,4305
43368;210;21;6,028;3483,7425
43377;923,89;21;5,549;16649,6666
43424;180;60;NULL;2842,84
42712;385;21;NULL;6664,25
43495;1059;48;7,46588;14184,5302
43491;339;5;NULL;6050
43517;339;5;NULL;6050
43518;NULL;NULL;NULL;NULL
43530;426;21;5,6;7607,1429
43463;135;21;6,387;2113,6684
43551;85;21;6,367;1335,0086
43553;NULL;NULL;NULL;NULL
43452;315;60;5,971;5275,4982
43555;149,5;21;6,36;2350,6289
43559;NULL;NULL;NULL;NULL
43423;84;60;NULL;1264
43558;225;21;6,057;3714,7103
43432;105,3;21;6,36;1655,6604
43561;NULL;NULL;NULL;NULL
43564;258;21;6,03;4278,607
43571;662;21;5,652;11712,6681
43483;NULL;NULL;NULL;NULL
43573;300;21;6,095;4922,0673
43574;NULL;NULL;NULL;NULL
43576;525;20;5,891;8910,42
43575;240;21;6,028;3981,42
43579;147;NULL;6,057;2426,944
43581;NULL;NULL;NULL;NULL
43586;152;63;1,99;7638,191
43247;NULL;NULL;NULL;NULL
43594;885;21;5,789;15287,6144
43067;1314,59;16;6,09;21586,0427
43070;496;21;5,68;8732,3944
43074;501,72;21;5,718;8774,3966
42614;NULL;NULL;NULL;NULL
43154;69;21;6,36;1084,9057
43155;NULL;NULL;NULL;NULL
42454;651;21;5,549;11731,8436
42711;NULL;NULL;NULL;NULL
43363;871,8;12;7,907;11025,6735
43160;87;21;6,387;1362,1419
43186;87;21;6,387;1362,1419
43207;360;21;5,941;6059,5859
43230;127,5;21;6,387;1996,2424
42173;294,8;21;5,961;4945,4789
43179;1695;21;5,54;30595,6679
43246;315;21;NULL;5383,7
43279;NULL;NULL;NULL;NULL
43305;189;20;6,292;3003,8144
43076;305;36;3,2;9531,25
42655;NULL;NULL;NULL;NULL
43312;NULL;NULL;NULL;NULL
43322;153;12;9,123;1677,0799
42692;581,55;21;5,652;10289,2781
43323;153;12;9,123;1677,0799
43324;735;12;9,123;8056,5603
41571;NULL;NULL;NULL;NULL
42578;266,04;20;5,75;4626,7826
43256;502,7;20;5,892;8531,9077
43113;NULL;NULL;NULL;NULL
43431;627;20;5,652;11093,4183
41547;190,76;21;5,961;3200,1342
43443;162;60;1,996;8116,2325
43448;460;21;5,892;7807,2
43465;NULL;NULL;NULL;NULL
43504;NULL;NULL;NULL;NULL
43514;387;21;5,73;6753,9267
43521;690;21;5,765;11968,7771
43546;92,58;4;8,002;1156,9608
43548;98,15;18;NULL;1300
43477;489;21;5,73;8534,0314
43529;259;36;9,559;2709,4884
42125;210;21;6,095;3445,4471
43195;1269,456;21;5,623;22576,1337
43201;146;21;6,09;2397,3727
43102;3306,96;5;5,864;56394,2701
43505;138,9;20;5,576;2491,033
42896;207;21;6,03;3432,8358
43086;1029;12;0,009;11028,85
43277;334;21;5,825;5733,9056
43278;492,93;21;5,821;8468,1326
43283;1029;21;5,762;17858,3825
42409;205;21;6,149;3333,8754
43293;NULL;NULL;NULL;NULL
43295;1186,95;20;6,022;19710,2292
43212;966;20;5,79;16683,9378
43301;324;20;5,951;5444,4631
43337;112,8;21;6,387;1766,0874
43406;NULL;NULL;NULL;NULL
42517;NULL;NULL;NULL;NULL
43447;362;21;5,6;6464,2857
43457;171;12;9,123;1874,3834
43370;1545;63;NULL;27431,38
42932;NULL;NULL;NULL;NULL
43490;909;21;5,685;15989,4459
43496;NULL;NULL;NULL;NULL
42658;123;12;10,136;1213,4964
43183;1059;48;7,46588;14184,5302
43255;201,8;20;6,265;3221,0694
41274;122,9;21;6,644;1849,7893
43565;NULL;NULL;NULL;NULL
43593;NULL;NULL;NULL;NULL
41596;NULL;NULL;NULL;NULL
43421;612;36;9,193;6657,2392
43429;NULL;NULL;NULL;NULL
43166;87;20;6,6;1318,1818
43506;963,75;21;5,549;17367,9942
43461;449;20;5,951;7544,9504
42924;750;16;7,164;10469,0117
43415;328;21;5,736;5718,2706
42793;NULL;NULL;NULL;NULL
43501;85;21;6,36;1336,478
43512;177;48;8,12;2179,803
43446;388;21;5,546;6996,0332
43538;768;12;9,123;8418,2835
40274;NULL;NULL;NULL;NULL
42739;347;21;5,961;5821,1709
43572;501;12;9,379;5341,7209
43533;505;21;5,952;8484,543
43589;NULL;NULL;NULL;NULL
51877;462,285;21;5,758;8028,5689
51880;1017;21;5,654;17987,2657
51900;285;21;5,817;4899,4327
51931;NULL;NULL;NULL;NULL
51932;148,95;21;5,8185685492;2559,91
51893;459;20;5,979;7676,869
51901;780;NULL;5,755;13553,4318
51691;NULL;NULL;NULL;NULL
51888;296;60;6,05428;4889,1032
40793;NULL;NULL;NULL;NULL
51628;150;63;6,26;2396,1661
51917;170;21;6,44;2758,84
51916;NULL;NULL;NULL;NULL
51795;1475,88;5;5,989;24643,1792
51994;690;8;13,685;5042,0168
52042;845,5;7;15,78;5358,0482
52046;105;21;6,37;1648,3516
52134;105,33;22;5,4040000394;1949,17
52142;1079,33;21;5,961;18106,5258
52168;1084;21;5,745;18868,5814
52184;198;20;6,39;3099
52257;NULL;NULL;NULL;NULL
52273;474,96;21;5,92;8022,973
52276;420,9;21;5,795;7263,1579
52277;255;NULL;6,1;4180,3279
52279;NULL;NULL;NULL;NULL
52313;90;21;6,433;1399,0362
52308;1206,76;21;5,78;20878,2007
52315;565;21;5,755;9817,55
52043;135;21;6,433;2098,5543
52126;NULL;NULL;NULL;NULL
52132;210;21;6,137;3421,8674
51670;NULL;NULL;NULL;NULL
52236;444;21;7,016;6376,56
52228;408;21;5,96;6844,49
51892;99;21;6,471;1529,9026
52290;NULL;NULL;NULL;NULL
52293;112,68;21;6,37;1768,9168
52340;NULL;NULL;NULL;NULL
52341;3690;16;7,009;52646,5972
46046;NULL;NULL;NULL;NULL
46049;900;21;5,654;15917,77
45954;498;21;5,89499;8447,8515
54992;275,2;16;6,865;4008,74
49529;571,74;21;5,895;9698,7277
46081;NULL;NULL;NULL;NULL
35089;435,74;21;6,162;7071,4054
46086;435,26;21;6,028;7220,637
46090;205;21;5,776;3549,169
45479;225;21;6,057;3714,7103
46104;786;21;5,68;13838,0282
46111;377;21;5,681;6636,1556
41674;NULL;NULL;NULL;NULL
46120;1567,71;21;5,549;28252,1175
46122;NULL;NULL;NULL;NULL
45364;950;12;8,97;10590,8584
47729;120;21;6,387;1878,8163
46125;67,08;21;6,0033465016;1117,38
46132;NULL;NULL;NULL;NULL
46143;1263,18;21;5,895;21427,9898
46138;NULL;NULL;NULL;NULL
46144;87;21;6,024;1444,2231
44714;783,5;21;5,895;13290,9245
