N° Projet;Montant Loyer;Durée;;Montant Financé
63250;1002,98;22;5,4036854278;18561,11
63211;1184,69;22;5,309999977;22310,51
63067;NULL;NULL;NULL;NULL
63260;792,15;22;5,4036854278;14659,44
63265;NULL;NULL;NULL;NULL
63266;285,48;21;5,8185685492;4906,36
63268;153;20;6,3;2428,5714
63272;540;21;5,758;9378,2563
63270;775,2;22;5,4036854278;14345,76
63105;NULL;NULL;NULL;NULL
63276;NULL;NULL;NULL;NULL
63280;67,09;12;9,3545580499;717,24
62514;906,21;22;5,4036854278;16770,27
61865;381;21;5,795;6574,6333
53223;NULL;NULL;NULL;NULL
62950;226,73;16;7,3679941823;3077,22
62819;268,38;21;5,8185685492;4612,47
62909;339;20;6,055;5598,6788
72555;69;20;6,773;1018,7509
60371;282,5;21;6,26;4512,7796
60009;NULL;NULL;NULL;NULL
70660;NULL;NULL;NULL;NULL
62890;193,98;21;6,1;3180
63183;NULL;NULL;NULL;NULL
63299;426,47;14;8,2996516811;5138,35
63307;NULL;NULL;NULL;NULL
63312;NULL;NULL;NULL;NULL
63318;211,44;22;5,4036854278;3912,89
62700;175,18;21;5,629;3112,1
63263;33,45;12;9,5432159903;350,51
62306;2069,92;21;5,5950000408;36995,85
63351;239;12;9,916;2410,2461
63369;38,82;21;6,1;636,3934
63173;389,86;21;5,6289934694;6926,02
62930;261,32;21;6,1;4283,9344
63376;516,95;22;5,4036854278;9566,66
63377;306;21;5,8185685492;5259,03
63092;1055;20;5,877;17951,3357
63381;NULL;NULL;NULL;NULL
63542;14853;5;5,76;257864,5833
63386;NULL;NULL;NULL;NULL
61635;154,89;21;6,1;2539,1803
63345;179;12;10,034;1783,9346
63400;91;21;6,43;1415,2411
63226;NULL;NULL;NULL;NULL
62767;248,79;22;5,403999996;4603,8
63217;347,88;21;5,6289660179;6180,22
63410;218,52;20;6,306;3465,2712
62985;854;21;5,629;15171,4336
62522;33,52;12;9,3545580499;358,38
63422;3163;16;7,25;43627,5862
63424;848,76;21;5,629;15078,3443
63428;NULL;NULL;NULL;NULL
63334;808,8;22;5,4036854278;14967,56
63429;1006,46;22;5,4036854278;18625,51
45614;141;21;6,162;2288,2181
47183;NULL;NULL;NULL;NULL
47079;NULL;NULL;NULL;NULL
46935;NULL;NULL;NULL;NULL
47190;NULL;NULL;NULL;NULL
47194;645;21;5,79;11139,8964
46998;NULL;NULL;NULL;NULL
47216;829,98;21;5,827;14243,6932
47225;NULL;NULL;NULL;NULL
47119;1179;20;6,02;19584,7176
48679;693,34;60;6,029;11500,0829
42101;NULL;NULL;NULL;NULL
47136;390;20;5,951;6553,5204
47229;NULL;NULL;NULL;NULL
47232;150;21;6,028;2488,3875
46543;NULL;NULL;NULL;NULL
46113;160,5;21;6,086;2637,2001
47235;420;21;5,895;7124,68
47236;327;21;5,8;5637,931
47237;NULL;NULL;NULL;NULL
47240;360;21;5,895;6106,8702
42174;NULL;NULL;NULL;NULL
68171;28;21;5,829;480,3568
47248;576;20;5,949;9682,2995
47249;455;21;5,758;7902,71
47251;1050;12;9,255;11345,2188
47254;375;21;5,736;6537,6569
45728;NULL;NULL;NULL;NULL
47263;302,67;12;9,628;3143,6435
47264;375;21;5,736;6537,6569
47364;187;63;NULL;9649
47270;692,7;63;5,64;12281,9149
43404;118,5;63;6,471;1831,2471
47227;64,87;5;NULL;979
47273;417;21;5,68;7341,5493
47278;116;21;6,418;1807,4166
51968;447;21;5,755;7767,159
47178;NULL;NULL;NULL;NULL
47289;110;21;6,097;1804,166
45573;176;21;6,3;2793,6508
47290;180;36;9,876;1822,6002
47291;150;12;9,88;1518,2186
47295;381;21;5,68;6707,7465
47296;2430;NULL;5,58;43548,3871
46829;171;21;6,086;2809,7272
47301;571,24;20;5,943;9612
47084;NULL;NULL;NULL;NULL
47305;NULL;NULL;NULL;NULL
43371;637;72;5,6031;11368,7066
47308;NULL;NULL;NULL;NULL
47226;384;21;5,736;6694,5607
47177;1110;12;9,236;12054,73
47317;1334,9;21;5,613;23782,2911
47315;241;20;6,258;3851,0706
47320;1243,7;21;5,654;21996,8164
47322;NULL;NULL;NULL;NULL
47323;NULL;NULL;NULL;NULL
47325;300;20;6,391;4694,1012
47339;334;21;5,776;5782,54
39406;NULL;NULL;NULL;NULL
47380;105,98;21;6,0033465016;1765,39
47345;NULL;NULL;NULL;NULL
47351;332;21;5,88;5646,2585
45224;NULL;NULL;NULL;NULL
47366;363;20;5,951;6099,8152
47383;430;63;5,8;7413,7931
47384;46,5;22;4;886,42
47394;NULL;NULL;NULL;NULL
47397;NULL;NULL;NULL;NULL
47385;NULL;NULL;NULL;NULL
47398;NULL;NULL;NULL;NULL
47402;100;21;6,5;1538,4615
47404;524,5;21;5,758;9109,0656
47426;516;21;5,758;8962,1
47145;561;12;9,414;6000
47407;1812,84;21;5,767;31435,19
47411;NULL;NULL;NULL;NULL
47414;NULL;NULL;NULL;NULL
47416;NULL;NULL;NULL;NULL
47430;1973;21;5,639;34988,4731
47439;177;21;6,44;2748,4472
47444;NULL;NULL;NULL;NULL
47472;NULL;NULL;NULL;NULL
47063;NULL;NULL;NULL;NULL
47981;NULL;21;NULL;NULL
47453;NULL;NULL;NULL;NULL
47468;189;21;6,057;3120,36
47458;1140;21;5,96;19124,31
47462;198;21;6,057;3268,945
47467;1000;NULL;25;4000
47474;147;21;6,18;2379,03
50455;52,5;20;6,661;756,92
47479;1003,34;17;6,84;14668,7135
47484;1098;63;5,604;19593,1478
47488;3043,5;21;5,654;53829,1475
47494;875,5;21;5,789;15123,5101
47497;NULL;NULL;NULL;NULL
47502;203,46;21;4;3720,01
47503;177;21;5,755;3075,5864
47598;223,2;21;5,733322562;3893,03
47372;192;12;9,492;2022,756
47530;285;63;6,14;4644,05
56589;290;21;5,795;5004,3141
47561;NULL;NULL;NULL;NULL
45653;285;16;7,537;3781,3454
47566;498;12;9,166;5433,1224
47577;400;36;10,034;3986,4461
47579;874,2;22;4;16664,62
47583;502,01;63;5,68;8840
47602;NULL;NULL;NULL;NULL
42255;1341,27;48;7,196;18381,12
47544;149;20;6,567;2268,9204
47618;1045,53;21;5,714;18297,6899
47636;357;63;5,937;6013,1379
44429;NULL;NULL;NULL;NULL
47647;600;21;5,604;10706,6381
47588;561;21;5,755;9748,04
47664;525;13;8,821;5951,7062
47688;105;13;9,324;1126,12
47689;195;21;6,057;3219,42
47690;715;21;5,68;12588,0282
47683;285;21;6,16;4625,12
47028;758;21;5,717;13258,7021
47697;NULL;NULL;NULL;NULL
47699;174;63;6,294;2764,5377
47646;345;NULL;5,781;5967,8256
47713;617,36;16;7,08;8719,774
47721;285;21;5,956;4785,0907
47726;1649,2;12;9,166;17993
47586;11411,69;20;5,7152758757;199669,93
47378;333;20;5,991;5558,33
47738;1005,1;21;5,789;17362,2387
46986;NULL;NULL;NULL;NULL
47215;NULL;NULL;NULL;NULL
47757;NULL;NULL;NULL;NULL
46513;4860;20;5,75;84521,7391
47770;NULL;NULL;NULL;NULL
47773;904,26;21;5,569;16237,3855
46455;NULL;NULL;NULL;NULL
46912;NULL;NULL;NULL;NULL
47777;NULL;NULL;NULL;NULL
62914;437,15;22;5,5936729331;7815
62931;4133,14;20;5,8189474609;71028,99
62953;NULL;NULL;NULL;NULL
62957;687,76;22;5,4036854278;12727,67
62958;NULL;NULL;NULL;NULL
62987;626,51;22;5,5936729331;11200,29
62824;240,89;12;9,605;2507,9646
63156;NULL;NULL;NULL;NULL
63279;219,96;22;6,0000237699;3665,99
62984;NULL;NULL;NULL;NULL
63610;NULL;NULL;NULL;NULL
63319;NULL;NULL;NULL;NULL
63373;350;21;5,795;6039,6894
63379;NULL;NULL;NULL;NULL
61638;180;21;6,1;2950,8197
60893;NULL;NULL;NULL;NULL
63399;169,8;21;6,1;2783,6066
73466;363,91;21;5,8;6274,3103
63437;411,18;22;5,5936729331;7350,78
63444;NULL;NULL;NULL;NULL
63431;311,5;21;5,817;5354,994
63330;747,76;22;5,5936729331;13368,04
62841;NULL;NULL;NULL;NULL
63463;NULL;NULL;NULL;NULL
63466;NULL;NULL;NULL;NULL
63073;7823,14;16;7,1796927607;108962
63048;205,05;21;6,162;3327,6534
63484;NULL;NULL;NULL;NULL
62916;144,84;16;7,875;1821,89
62592;192,75;22;5,5936729331;3445,86
63544;345,9;22;5,4040000394;6400,81
63541;NULL;NULL;NULL;9150
63489;NULL;NULL;NULL;NULL
63562;100,695;63;6,713;1500
63380;294;20;5,979;4917,2102
63573;NULL;NULL;NULL;NULL
63512;899,03;22;5,4036854278;16637,28
63580;NULL;NULL;NULL;7650
62833;114;20;6,636;1717,9024
62326;219,6;21;5,6500002416;3886,73
63650;553;21;5,755;9609,0356
63052;601,26;22;5,5936729331;10748,93
63080;451,2;22;5,5936729331;8066,26
63748;408,57;14;8,6981398755;4697,26
63761;859,42;21;5,642;15232,5417
64638;165;18;6,897;2392,3445
63764;210,74;22;5,4036854278;3900
63766;NULL;NULL;NULL;NULL
63442;574,77;22;5,7055463918;10073,88
63783;NULL;NULL;NULL;NULL
63797;NULL;NULL;NULL;NULL
67883;301,46;21;5,817;5182,3964
63800;NULL;NULL;NULL;NULL
69764;309;21;6,24;4951,9231
63806;420,86;22;5,5117591363;7635,75
63810;NULL;NULL;NULL;NULL
63811;NULL;NULL;NULL;NULL
63817;138;12;9,605;1436,7517
63825;176;21;6,1;2885,2459
63646;NULL;NULL;NULL;NULL
63845;298,8;21;5,8185685492;5135,28
63852;NULL;NULL;NULL;NULL
70545;650;20;5,979;10871,3832
63855;NULL;NULL;NULL;NULL
63788;261;22;5,5117591363;4735,25
63662;375;20;6,004;6245,8361
63576;NULL;NULL;NULL;NULL
63869;324;21;6,021;5381,1659
63296;360;21;5,895;6106,8702
63883;1254,05;21;5,6289660179;22278,6
63887;480;63;5,755;8340,5734
63890;385,2;21;5,795;6647,1096
63900;203,4;22;5,5936729331;3636,25
63901;3419,19;22;5,4036854278;63275,08
63907;387,72;22;5,5117591363;7034,41
63805;NULL;NULL;NULL;NULL
63656;1048,2;21;5,6289660179;18621,6
63909;417;12;12,2620000122;3400,75
63919;420,96;21;5,6290006935;7478,36
62899;115,35;12;9,916;1163,2715
63722;175,5;21;6,1;2877,0492
62884;115,8;21;6,433;1800,0933
63725;NULL;NULL;NULL;NULL
63726;NULL;NULL;NULL;NULL
63728;NULL;NULL;NULL;NULL
62876;115,8;21;6,433;1800,0933
63079;154,09;16;7,3680000178;2091,33
63634;151;22;5,4036854278;2794,32
63734;196,89;16;6,6;2983,1818
62285;1883,47;22;5,3949936028;34911,52
60161;632;21;5,755;10981,755
63681;330;21;5,795;5694,5643
61522;672,54;21;5,755;11686,1859
63746;NULL;NULL;NULL;NULL
63732;159;20;6,636;2396,0217
61711;2640;21;5,64;46808,5106
58612;NULL;NULL;NULL;NULL
63209;NULL;NULL;NULL;NULL
63721;542,7;22;5,5936729331;9702,03
63508;NULL;NULL;NULL;NULL
63757;64,88;22;6,0000237699;1081,25
62546;NULL;NULL;NULL;NULL
61674;576;21;6,5;8861,5385
61120;NULL;NULL;NULL;NULL
63695;NULL;NULL;NULL;NULL
63765;391,74;21;5,8185685492;6732,62
63772;79,29;20;NULL;1321,5
61211;38,04;22;6,0000237699;634
63775;566;20;NULL;9433,5
63780;NULL;NULL;NULL;NULL
71360;NULL;NULL;NULL;NULL
63789;NULL;NULL;NULL;NULL
63791;210;63;6,16;3409,0909
63795;679,74;NULL;5,755;11811,2945
63801;2205,23;21;5,6150000605;39273,91
63426;495,26;22;5,4999994488;9004,71
63808;1348,44;22;5,4036854278;24954,08
67846;1561,19;22;5,51208;28323,12
63671;258;12;9;2866,6667
63823;280,31;21;6,162;4549,0101
62836;242,425;12;9,9;2548,84
62922;NULL;NULL;NULL;NULL
59912;NULL;NULL;NULL;NULL
63809;1394,91;22;5,4036854278;25814,02
63832;180;20;NULL;3000
63838;160;63;6,433;2487,1755
63839;907;21;5,789;15667,6455
63841;NULL;NULL;NULL;NULL
63842;506,21;22;5,4036854278;9367,94
63843;NULL;NULL;NULL;NULL
63844;NULL;NULL;NULL;NULL
63846;NULL;NULL;NULL;NULL
63847;362,04;21;5,828;6212,0796
63850;NULL;NULL;NULL;NULL
63835;180;21;5,795;3106,126
63860;875;21;5,654;15475,7694
63912;117,84;22;6,0000237699;1963,99
63938;5929;20;NULL;105969
61361;240;21;5,9;4067,7966
63153;1500;19;6,13;24469,8206
63956;1917;21;5,7415453383;33388,22
63963;2886,88;22;5,4036854278;53424,28
63967;106,26;22;5,5936729331;1899,65
63968;634,35;21;6,2235963222;10192,66
63970;160;21;6,433;2487,1755
62825;NULL;NULL;NULL;NULL
63982;844,08;22;5,4036854278;15620,45
63986;127,94;18;6,455541932;1981,93
63500;NULL;NULL;NULL;NULL
63065;166,5;60;2,012;8275,3479
63778;NULL;NULL;NULL;NULL
64034;NULL;NULL;NULL;NULL
64041;1530;21;5,767;26529,89
63218;553;3;9,507;5868
64060;191,32;21;6,1;3136,3934
64064;NULL;NULL;NULL;NULL
64076;90,42;18;6,644208329;1360,88
64905;2785,27;22;5,4036854278;51543,86
69041;534,75;18;6,6082;8092,22
64068;781,62;21;5,833;13399,9657
64079;2542,81;22;5,4036854278;47057,02
64081;NULL;NULL;NULL;NULL
63569;NULL;NULL;NULL;NULL
62655;NULL;NULL;NULL;NULL
63591;264,93;22;6,0000237699;4415,48
64113;71,61;22;5,5936729331;1280,14
62669;NULL;NULL;NULL;NULL
64125;719,33;21;5,76;12488,3681
64130;15;18;6,5846527706;227,8
62610;176,66;21;5,8185685492;3036,14
64137;171,3;22;5,5936729331;3062,39
63474;176,93;22;5,4040000394;3273,96
62889;153;20;6,71;2280,1788
64155;2120,1;48;7,22;29364,2659
64157;1852,37;21;5,6290000016;32907,58
63858;5144,49;20;5,8199955598;88393,39
64158;771,78;22;5,5936729331;13797,37
64030;125,55;22;5,5936729331;2244,5
63050;115,35;12;9,92;1162,8024
64054;960;21;5,642;17015,2428
50683;NULL;NULL;NULL;NULL
64056;177;20;6,306;2806,8506
64178;573,06;22;5,5936729331;10244,79
64192;377,35;22;5,4039999398;6982,83
64201;238,8;22;5,5936729331;4269,11
64205;NULL;NULL;NULL;NULL
63917;28,5;21;6,1;467,2131
64211;NULL;NULL;NULL;NULL
64212;385,89;22;5,5936729331;6898,69
64213;NULL;NULL;NULL;NULL
63763;1168,35;22;5,5117591363;21197,46
64002;NULL;NULL;NULL;NULL
64162;1748,82;22;5,3749999421;32536,19
64260;315;21;6,1;5163,9344
64273;270;NULL;6;4500
64499;NULL;NULL;NULL;NULL
64329;NULL;NULL;NULL;NULL
64335;165;5;6,306;2616,5557
64350;504,87;20;6,0660723613;8322,79
63224;NULL;NULL;NULL;NULL
64400;33,54;12;9,5432159903;351,45
60737;NULL;NULL;NULL;NULL
55113;NULL;NULL;NULL;NULL
64062;113,59;21;6,2235963222;1825,09
64474;NULL;NULL;NULL;NULL
64480;NULL;NULL;NULL;NULL
64479;NULL;NULL;NULL;NULL
64469;243,06;21;5,8185685492;4177,26
64191;178,8;22;5,4040000394;3308,66
64543;554,91;20;5,8768227527;9442,28
64575;144;21;6,4;2250
64585;NULL;NULL;NULL;NULL
64602;NULL;NULL;NULL;NULL
64605;NULL;NULL;NULL;NULL
64607;177;20;6,306;2806,8506
64633;NULL;NULL;NULL;NULL
64626;NULL;NULL;NULL;NULL
12287;NULL;NULL;NULL;NULL
64278;168,46;21;5,6200000009;2997,57
64641;128,08;22;5,5936729331;2289,77
64644;105,7125;22;6,433;1643,2846
63461;NULL;NULL;NULL;NULL
64294;1669,47;22;5,4036854278;30895,03
64650;210;NULL;9,916;2117,7894
64652;320,69;22;5,5936729331;5733,08
64551;NULL;NULL;NULL;NULL
64561;NULL;NULL;NULL;NULL
64662;NULL;NULL;NULL;NULL
64590;NULL;NULL;NULL;NULL
64663;177;21;6,1;2901,6393
64593;1770;5;NULL;30117,41
59494;1017,48;22;5,4036854278;18829,37
59495;344,59;22;5,5936729331;6160,35
58060;NULL;NULL;NULL;NULL
59512;438,2;21;5,795;7561,6911
59483;70;21;6,471;1081,7493
59472;268,2;22;5,5936729331;4794,72
59545;336,54;22;5,5936729331;6016,35
59522;1669,14;12;9,3545580499;17843,07
64124;300;20;1,951;15376,7299
62820;210;21;5,817;83610,87
64237;NULL;NULL;NULL;NULL
63989;33,53;12;9,5432159903;351,3
64268;183,15;21;5,6289660179;3253,67
64241;NULL;NULL;NULL;NULL
64287;829,51;21;5,755;14413,7272
64293;386,8;21;5,817;6649,4757
63288;378,8;22;5,4040000394;7009,6
63933;350,69;22;6,0000237699;5844,84
64327;253;21;6,137;4122,5354
64071;516,81;22;5,5936729331;9239,12
62265;NULL;NULL;NULL;NULL
64219;NULL;NULL;NULL;NULL
64341;2333,9;21;5,6100000004;41602,5
64344;NULL;NULL;NULL;NULL
64347;NULL;NULL;NULL;NULL
64348;170,73;12;9,7340803101;1753,94
63328;268,03;21;6,1;4393,9344
64361;675;21;5,758;11722,8204
64376;310;2;NULL;2223,46
64253;NULL;NULL;NULL;NULL
54450;436,8;21;5,642;7741,9355
64256;280;21;5,64;4964,539
64319;280;21;5,64;4964,539
64321;182,59;22;5,4036854278;3378,96
64390;100,5;16;7,05;1425,5319
59467;309,84;22;5,7055463918;5430,51
64567;90,27;16;7,875;1146,2857
64568;NULL;NULL;NULL;NULL
64571;405;21;5,795;6988,7834
64667;376,8;22;5,5936729331;6736,18
64678;NULL;NULL;NULL;NULL
64714;NULL;NULL;NULL;NULL
61247;284,69;21;6,1;4667,0492
66650;301,97;20;6,004;5029,4803
64735;165;21;6,137;2688,6101
64737;93,24;20;6,636;1405,0633
64739;NULL;NULL;NULL;NULL
66662;NULL;NULL;NULL;NULL
64747;NULL;NULL;NULL;NULL
64748;21;17;6,9091;303,947
64754;NULL;NULL;NULL;NULL
64756;NULL;NULL;NULL;NULL
55363;1076;20;5,877;18308,6609
64530;237;21;5,758;4116,0125
64769;944,94;12;9,3550000295;10100,91
64654;105;22;5,5936729331;1877,12
64771;NULL;NULL;NULL;NULL
64781;NULL;NULL;NULL;NULL
60425;NULL;NULL;NULL;NULL
63740;179,7;21;5,6289999711;3192,4
64799;NULL;NULL;NULL;NULL
60719;667,3;21;5,873;11362,1658
64803;102,84;22;5,5936729331;1838,54
61920;NULL;NULL;NULL;NULL
61266;100,5;20;6,636;1514,4665
64636;121;20;6,66;1816,54
64812;250;NULL;2,004;12475,0499
64815;2574,96;60;5,594;46030,7472
64824;NULL;NULL;NULL;NULL
64826;490,67;21;5,755;8525,9774
64829;430;12;9,244;4651,6659
64832;574;20;6;9566,6667
64833;4197,42;20;5,8768227527;71423,26
64837;1068,18;22;5,5117591363;19380,02
64525;27,53;12;9,5432159903;288,42
64845;NULL;NULL;NULL;NULL
61340;12250,78;20;5,8199812118;210495,2
64854;849;21;5,642;15047,8554
61484;153;21;6,1;2508,1967
64732;1554,91;22;5,4036854278;28774,91
64742;91,27;22;5,5936729331;1631,7
72159;NULL;NULL;NULL;NULL
64787;337,68;22;5,5117591363;6126,54
64800;58;20;5,6;1035,7143
64801;678,44;22;5,4036854278;12555,1
62369;232,8;20;6,306;3642,62
64809;NULL;NULL;NULL;NULL
69075;NULL;NULL;NULL;NULL
64836;260;20;6;4333,3333
65776;600,85;21;6,2639981083;9592,11
64852;1467;20;6,02;24360,68
64915;140;21;6,1;2295,082
64871;NULL;NULL;NULL;NULL
64867;341,62;21;5,6289999711;6068,96
64868;630;21;5,755;10947,0026
64806;NULL;NULL;NULL;NULL
64878;230,38;21;5,8185685492;3959,34
64106;NULL;NULL;NULL;NULL
64879;NULL;NULL;NULL;NULL
64887;294,51;13;9,105;3234,5964
64857;99;21;6,1;1622,9508
59832;622,5;20;5,908;10536,5606
64902;271,7;21;5,9349399202;4578,06
64901;66,51;21;6,443;1032,2831
64903;2045,7;22;5,4036854278;37857,47
64909;564;13;8,658;6514,2065
64489;554,07;22;5,7055463918;9711,13
64920;NULL;NULL;NULL;NULL
64785;194,2;21;5,6289934694;3449,99
64822;131,4;20;5,8769999953;2235,83
62832;355;21;5,795;6125,9707
64925;NULL;NULL;NULL;NULL
64926;280;16;7,473;3746,8219
63776;NULL;NULL;NULL;NULL
63140;NULL;21;NULL;NULL
60925;468,01;21;5,755;8132,2328
64935;NULL;NULL;NULL;NULL
64936;1300,28;16;6,909099995;18819,89
64937;NULL;NULL;NULL;NULL
64946;1201,13;21;5,908;20330,5687
64940;381;21;5,817;6549,7679
64942;578;21;5,8185685492;9933,76
63478;427,5;20;6,004;7120,2532
64698;575,69;22;5,5936729331;10291,72
64651;484,12;21;5,6120334159;8626,55
68224;195;17;7,54;2586,21
72868;NULL;NULL;NULL;NULL
