N° dossier Hexapage;N° fact HF;Leaser;Client final;SIREN;Fournisseur / Adhérent;Groupe;N° fact Adh;Facture HF HT;N° contrat Leaseur;MF HEXAPAGE
14778;7891;BNP PARIBAS LEASE GROUP;ARC CENTER;394251714;PERRET BUREAUTIQUE;Groupe BCMP;2019066;8 594,77 €;Y0145814;8073,09
14780;7846;BNP PARIBAS LEASE GROUP;CTRE REGIONAL DES LETTRES MIDI-PYRENEES;331801027;PERRET BUREAUTIQUE;Groupe BCMP;2019009;15 107,87 €;Y0143168;14314,09
14837;7913;BNP PARIBAS LEASE GROUP;SOC EXPLOIT CENTRE IPRESS ...;445373632;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11220230;8 266,98 €;Y0135861;7765,17
14839;7930;BNP PARIBAS LEASE GROUP;ECOLE VIDAL SARL;387972060;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11220361;10 376,26 €;Y0135864;9746,61
14875;8154;BNP PARIBAS LEASE GROUP;EVOLUPRINT;310914478;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;0112520747;61 342,60 €;Y0137847;59729,87
14876;8229;BNP PARIBAS LEASE GROUP;YOUNG.CO;792821787;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011220872;8 777,97 €;Y0169350;8220,36
14878;7888;BNP PARIBAS LEASE GROUP;SCP CAVIGLIOLI BARON FOURQUIE;494003213;PERRET BUREAUTIQUE;Groupe BCMP;2019048;27 592,50 €;Y0137842;26385,7
14895;7890;BNP PARIBAS LEASE GROUP;LOGIS CONSEIL;393412978;PERRET BUREAUTIQUE;Groupe BCMP;2019052;19 307,42 €;Y0138963;18462,74
14904;8149;BNP PARIBAS LEASE GROUP;E.H.P.A.D SAINT JACQUES;263100141;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011220707;14 153,14 €;Y0164286;13671,47
14911;8340;BNP PARIBAS LEASE GROUP;LEO LAGRANGE SUD OUEST;351713532;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221074;58 579,23 €;Y0178819;57039,12
14947;8590;BNP PARIBAS LEASE GROUP;OGOR CONSEIL INVESTISSEMENT;418772059;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221370;9 035,27 €;Y0142585;8461,35
14984;8411;BNP PARIBAS LEASE GROUP;LEROY AUTOMATION;326134699;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221147;32 792,65 €;Y0144136;31343,06
15041;8910;BNP PARIBAS LEASE GROUP;ASS TUTELAIRE MAJEURS PROTEGES DU TARN;343335683;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221759;11 436,81 €;Y0146426;10803,11
15065;8478;BNP PARIBAS LEASE GROUP;FELIX;482135746;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221163;4 292,30 €;Y0186628;4032,89
15108;9200;BNP PARIBAS LEASE GROUP;SERVOLLES JACQUES LOUIS;434053997;PERRET BUREAUTIQUE;Groupe BCMP;002020517;11 436,81 €;Y0148219;10803,11
15135;8228;BNP PARIBAS LEASE GROUP;CMI CONCEPT;492847264;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011220860;35 315,10 €;Y0169405;33754,07
15222;8326;BNP PARIBAS LEASE GROUP;ASSOCIATION AIDE DOMICILE MILIEU RURAL;325380509;PERRET BUREAUTIQUE;Groupe BCMP;002019750;13 247,49 €;Y0153614;12513,59
15284;8767;BNP PARIBAS LEASE GROUP;VIEIRA FERREIRA PAULO;488244468;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221562;5 293,44 €;Y0205156;4826,78
15302;8227;BNP PARIBAS LEASE GROUP;SELARL RINALDI & LEVADE ARCHITECTES;539322925;PERRET BUREAUTIQUE;Groupe BCMP;002019456;7 243,64 €;Y0169307;6738,87
15303;8412;BNP PARIBAS LEASE GROUP;SIPELEM;751533803;PERRET BUREAUTIQUE;Groupe BCMP;002019814;8 177,58 €;Y0183394;7658,06
15361;8391;BNP PARIBAS LEASE GROUP;GRAND SUD IMMOBILIER;439893868;PERRET BUREAUTIQUE;Groupe BCMP;002019807;20 870,87 €;Y0183363;19897,78
15389;8302;BNP PARIBAS LEASE GROUP;SOC EXPLOIT CENTRE IPRESS ...;445373632;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221020;1 830,65 €;Y0162383;1623,08
15447;8539;BNP PARIBAS LEASE GROUP;JMB PATRIMOINE;503968711;PERRET BUREAUTIQUE;Groupe BCMP;002019936;4 521,90 €;Y0190913;4123,15
15545;8371;BNP PARIBAS LEASE GROUP;CHAZEAU - DRUGEON;517628400;PERRET BUREAUTIQUE;Groupe BCMP;002019779;3 488,85 €;Y0183371;3181,03
15546;8704;BNP PARIBAS LEASE GROUP;SELARL D ARCHITECTURE CHRISTIAN PERAL;488639519;PERRET BUREAUTIQUE;Groupe BCMP;002020094;10 659,93 €;Y0200990;10069,23
15547;8480;BNP PARIBAS LEASE GROUP;MIDI TRANSACTIONS;404172942;PERRET BUREAUTIQUE;Groupe BCMP;002019874;7 434,24 €;Y0165712;6916,21
15571;8614;BNP PARIBAS LEASE GROUP;ASSOCIATION FOYER FAMILIAL;411027782;PERRET BUREAUTIQUE;Groupe BCMP;002020023;7 190,47 €;Y0166183;6689,39
15572;8615;BNP PARIBAS LEASE GROUP;CENTRE COMMUNAL D'ACTION SOCIALE;263101180;PERRET BUREAUTIQUE;Groupe BCMP;002020026;8 279,96 €;Y0166184;7911,82
15573;8538;BNP PARIBAS LEASE GROUP;CTRE SOC INTEREN REGIONS S O;317749463;PERRET BUREAUTIQUE;Groupe BCMP;002019933;21 729,13 €;Y0166189;20716,06
15610;8743;BNP PARIBAS LEASE GROUP;ATECA;319380556;PERRET BUREAUTIQUE;Groupe BCMP;002020123;9 986,15 €;Y0203310;9537,59
15642;8481;BNP PARIBAS LEASE GROUP;ARCK SENSOR;487738312;PERRET BUREAUTIQUE;Groupe BCMP;002019908;5 680,74 €;Y0168316;5284,71
15703;8392;BNP PARIBAS LEASE GROUP;SARL METALU;327136255;PERRET BUREAUTIQUE;Groupe BCMP;002019811;9 721,43 €;Y0183367;9103,97
15746;8477;BNP PARIBAS LEASE GROUP;COMITE D ETABLISSEMENT RANDSTAD SUD OUEST;822206272;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221141;1 536,21 €;Y0171578;1425,75
15759;8966;BNP PARIBAS LEASE GROUP;OPTION PATRIMOINE CONSEIL;493596985;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221840;11 665,53 €;Y0217547;11019,17
15839;8744;BNP PARIBAS LEASE GROUP;GRUMBACH BENHAIM MYRIAM;332530260;PERRET BUREAUTIQUE;Groupe BCMP;002020125;9 826,63 €;Y0203525;9202,51
15847;10436;BNP PARIBAS LEASE GROUP;GE.C.I.C.A.;403202849;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11223502;6 551,04 €;Y0175024;6118,19
15862;9315;BNP PARIBAS LEASE GROUP;NAILLOUX OUTLET MANAGEMENT;521402081;PERRET BUREAUTIQUE;Groupe BCMP;002020673;15 153,86 €;Y0175426;14172,76
16005;10049;BNP PARIBAS LEASE GROUP;AGENCE BEILLES;442840823;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;01122319;37 312,03 €;Z0051449;36197,72
16071;9514;BNP PARIBAS LEASE GROUP;SEE AMARDEILH;392287181;PERRET BUREAUTIQUE;Groupe BCMP;002020920;21 157,34 €;Z0019712;20170,9
16073;8989;BNP PARIBAS LEASE GROUP;COTEG & AZAM ASSOCIES;680802352;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221875;78 701,90 €;Y0182529;75999,34
16076;8671;BNP PARIBAS LEASE GROUP;SAS ERIM SN;538452780;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221488;7 319,88 €;Y0182393;6809,8
16093;8756;BNP PARIBAS LEASE GROUP;A.B.C CONSEILS;493554984;PERRET BUREAUTIQUE;Groupe BCMP;002020126;17 627,45 €;Y0204237;16805,47
16096;8911;BNP PARIBAS LEASE GROUP;GUIZIOU SOPHIE;422443424;PERRET BUREAUTIQUE;Groupe BCMP;002020308;4 475,01 €;Y0216002;4080,39
16098;8965;BNP PARIBAS LEASE GROUP;OPTION PATRIMOINE IMMOBILIER;500153317;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221839;2 173,72 €;Y0182940;1927,39
16157;8616;BNP PARIBAS LEASE GROUP;2 CP;481123321;PERRET BUREAUTIQUE;Groupe BCMP;002020029;8 409,73 €;Y0195330;7875,48
16200;9254;BNP PARIBAS LEASE GROUP;ASS DE SANTE AU TRAVAIL INTER SCE;479538571;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011222154;2 317,62 €;Y0186853;2107,2
16271;8757;BNP PARIBAS LEASE GROUP;SOCIETE D'AMENAGEMENT DE TERRAINS A REHABILITER PAR ABREVIAT;344408091;PERRET BUREAUTIQUE;Groupe BCMP;002020129;4 871,64 €;Y0188940;4398,14
16290;8990;BNP PARIBAS LEASE GROUP;CONSEIL GESTION ET EXPERTISE COMPTABLE;385089263;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221877;13 781,17 €;Y0219868;13017,73
16320;8898;BNP PARIBAS LEASE GROUP;L'IMMOBILIERE DE TOULOUSE;424379410;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221720;2 002,19 €;Y0214085;1775,23
16364;9010;BNP PARIBAS LEASE GROUP;ASSOCIATION MARIE-LOUISE;380905794;PERRET BUREAUTIQUE;Groupe BCMP;002020357;4 675,52 €;Y0221947;4263,25
16497;8886;BNP PARIBAS LEASE GROUP;LATIEULE BTP;331965012;PERRET BUREAUTIQUE;Groupe BCMP;002020279;5 780,80 €;Y0213979;5377,82
16520;9316;BNP PARIBAS LEASE GROUP;NEXTHYS SECURITY FORMATION;528994007;PERRET BUREAUTIQUE;Groupe BCMP;002020675;5 601,64 €;Y0195633;5211,11
16546;9265;BNP PARIBAS LEASE GROUP;LOISIRS EDUCATION & CITOYENNETE GD SUD;479927915;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011222226;27 538,00 €;Y0196423;26254,31
16551;8792;BNP PARIBAS LEASE GROUP;BECKENDORF FRERES;504146135;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221570;3 031,42 €;Y0205813;2763,86
16553;9156;BNP PARIBAS LEASE GROUP;BOUCHE JEAN PAUL;509728705;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011222022;8 437,75 €;Z0001227;7901,64
16620;9529;BNP PARIBAS LEASE GROUP;KOBO PRODUCTS SAS;402744833;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011222502;3 308,36 €;Y0098813;3016,42
16624;9391;BNP PARIBAS LEASE GROUP;FORMAT RECH SANTE MENTALE INFANTO-JUVE;344020169;PERRET BUREAUTIQUE;Groupe BCMP;002020798;2 161,15 €;Z0012392;1916,22
16640;8895;BNP PARIBAS LEASE GROUP;SOC NOUVELLE D'ENSEIGNES LUMINEUSES;997749403;PERRET BUREAUTIQUE;Groupe BCMP;002020307;14 676,50 €;Y0215003;13829,48
16755;10717;BNP PARIBAS LEASE GROUP;PROMOTION TOMA AND CO;493596563;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011223864;5 554,28 €;Y0203857;5315,28
16766;9201;BNP PARIBAS LEASE GROUP;EUROTECH-RENDA;439609843;PERRET BUREAUTIQUE;Groupe BCMP;002020521;6 052,41 €;Z0003084;5630,52
16769;9255;BNP PARIBAS LEASE GROUP;LAURENT COLLADO NOTAIRE ASSOCIE;537857898;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011222213;14 638,87 €;Z0006454;13827,96
16778;8929;BNP PARIBAS LEASE GROUP;TECNISOL;487819633;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011221835;7 377,06 €;Y0204482;6863
16779;9369;BNP PARIBAS LEASE GROUP;ASS LOCALE ADMR DES COTEAUX BELLEVUE;498916931;PERRET BUREAUTIQUE;Groupe BCMP;002020758;6 814,80 €;Z0012447;6339,86
16787;9929;BNP PARIBAS LEASE GROUP;AGRI SUD-OUEST INNOVATION;499196087;PERRET BUREAUTIQUE;Groupe BCMP;002021261;3 269,66 €;Y0204950;2981,13
16803;9693;BNP PARIBAS LEASE GROUP;SPELEM;322344912;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011222740;10 464,76 €;Y0205423;9800,15
16810;9290;BNP PARIBAS LEASE GROUP;DEL AMO PABLO AIME JOSE;538357120;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011222267;5 604,50 €;Y0206057;5213,77
16824;9288;BNP PARIBAS LEASE GROUP;ASSOCIATION MARIE-LOUISE;380905794;PERRET BUREAUTIQUE;Groupe BCMP;002020672;12 656,64 €;Z0008463;11955,43
16826;8991;BNP PARIBAS LEASE GROUP;ASSOCIATION MARIE-LOUISE;380905794;PERRET BUREAUTIQUE;Groupe BCMP;002020653;11 617,88 €;Y0220751;10974,16
16827;8964;BNP PARIBAS LEASE GROUP;ASSOCIATION MARIE-LOUISE;380905794;PERRET BUREAUTIQUE;Groupe BCMP;002020341;9 199,57 €;Y0219839;8615,22
16834;9287;BNP PARIBAS LEASE GROUP;ASSOCIATION MARIE-LOUISE;380905794;PERRET BUREAUTIQUE;Groupe BCMP;002020668;21 589,99 €;Z0008494;20583,4
16838;9390;BNP PARIBAS LEASE GROUP;PROSTEEL;378945752;PERRET BUREAUTIQUE;Groupe BCMP;002020767;16 173,18 €;Y0206783;15266,3
16842;10155;BNP PARIBAS LEASE GROUP;SEE AMARDEILH;392287181;PERRET BUREAUTIQUE;Groupe BCMP;002021451;9 530,82 €;Y0208936;8925,47
16869;11129;BNP PARIBAS LEASE GROUP;MIDI PYRENEES FIXATIONS;491206298;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11224248;5 127,10 €;Z0105045;4724,49
16877;9981;BNP PARIBAS LEASE GROUP;GAUMONT TOULOUSE WILSON;438388720;PERRET BUREAUTIQUE;Groupe BCMP;002021301;9 098,86 €;Z0047274;8712,75
16899;10076;BNP PARIBAS LEASE GROUP;G2;422705236;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011223183;26 475,03 €;Y0208951;25240,87
16931;9692;BNP PARIBAS LEASE GROUP;COC TOULOUSE;821501400;PERRET BUREAUTIQUE;Groupe BCMP;002021071;3 723,29 €;Z0030910;3394,83
16986;10026;BNP PARIBAS LEASE GROUP;PROFILES SUD PYRENEES;481637106;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011223096;3 603,22 €;Y0212136;3285,33
17017;9928;BNP PARIBAS LEASE GROUP;ADVANTAIL;502771975;PERRET BUREAUTIQUE;Groupe BCMP;002021256;9 138,20 €;Y0214951;8557,74
17019;9927;BNP PARIBAS LEASE GROUP;ADVANTAIL;502771975;PERRET BUREAUTIQUE;Groupe BCMP;002021252;9 138,20 €;Y0214539;8557,74
17020;9923;BNP PARIBAS LEASE GROUP;ADVANTAIL;502771975;PERRET BUREAUTIQUE;Groupe BCMP;002021253;9 138,20 €;Y0214541;8557,74
17021;9936;BNP PARIBAS LEASE GROUP;ADVANTAIL;502771975;PERRET BUREAUTIQUE;Groupe BCMP;002021258;16 434,30 €;Z0000826;15667,91
17033;9622;BNP PARIBAS LEASE GROUP;SCP ARCHITECTURE DOMPNIER L & LEMAIRE B;316344514;PERRET BUREAUTIQUE;Groupe BCMP;002020977;12 165,09 €;Z0026057;11491,08
17034;9370;BNP PARIBAS LEASE GROUP;SCP ARCHITECTURE DOMPNIER L & LEMAIRE B;316344514;PERRET BUREAUTIQUE;Groupe BCMP;002020783;7 262,71 €;Z0012414;6756,6
17035;9725;BNP PARIBAS LEASE GROUP;LAGARDE TP;384736492;PERRET BUREAUTIQUE;Groupe BCMP;002021108;4 663,32 €;Z0085009;4252,13
17052;9496;BNP PARIBAS LEASE GROUP;SUD DIFFUSION;410471098;PERRET BUREAUTIQUE;Groupe BCMP;2020894;4 796,36 €;Z0018905;4373,45
17149;10027;BNP PARIBAS LEASE GROUP;COMMUNE DE SAUBENS;213105331;PERRET BUREAUTIQUE;Groupe BCMP;002021344;23 734,32 €;Y0218934;23136,98
17191;9814;BNP PARIBAS LEASE GROUP;COLLEGE GEORGES BRASSENS;193100211;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011222879;15 451,44 €;Y0220677;15062,3
17200;9621;BNP PARIBAS LEASE GROUP;DUPRAT SA;680801362;PERRET BUREAUTIQUE;Groupe BCMP;002020975;37 417,13 €;Z0026044;36299,68
17221;9694;BNP PARIBAS LEASE GROUP;HUNOT RACOUPEAU GUY;824221931;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011222744;6 919,63 €;Z0030875;6437,4
17222;9682;BNP PARIBAS LEASE GROUP;SARL BENOIT MEYRIGNAC IMMOBILIER;441770609;PERRET BUREAUTIQUE;Groupe BCMP;002021070;9 435,53 €;Z0030892;8836,21
17340;9862;BNP PARIBAS LEASE GROUP;EUCLIDE;801116195;PERRET BUREAUTIQUE;Groupe BCMP;002021217;3 431,68 €;Z0001674;3128,88
17357;9350;BNP PARIBAS LEASE GROUP;SOCIETE DES CLINIQUES DU MIDI;302355540;PERRET BUREAUTIQUE;Groupe BCMP;002020678;6 267,12 €;Z0001919;5919,53
17358;9583;BNP PARIBAS LEASE GROUP;SOCIETE DES CLINIQUES DU MIDI;302355540;PERRET BUREAUTIQUE;Groupe BCMP;002020955;9 219,01 €;Z0024097;8633,43
17509;9907;BNP PARIBAS LEASE GROUP;ATELIER GAMA;807552195;PERRET BUREAUTIQUE;Groupe BCMP;002021218;2 859,88 €;Z0040466;2607,42
17549;9775;BNP PARIBAS LEASE GROUP;CRISTIN ELECTRO EROSION;378027700;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011222743;33 442,37 €;Z0036175;32443,54
17572;9763;BNP PARIBAS LEASE GROUP;CLAISSE STANLEY RAPHAEL;481172336;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011222804;9 435,53 €;Z0009360;8836,22
17743;10584;BNP PARIBAS LEASE GROUP;VALIDAPRO EUROPE;418221982;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11223687;4 426,56 €;Z0015662;4142,73
17748;9726;BNP PARIBAS LEASE GROUP;SCM LA VIGIE;509847539;PERRET BUREAUTIQUE;Groupe BCMP;002021107;15 331,91 €;Z0084896;14447,1
17826;11089;BNP PARIBAS LEASE GROUP;ESGCV;752535476;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11224258;17 433,41 €;Z0017763;16685,16
17902;9982;BNP PARIBAS LEASE GROUP;CENTRE DE BIOLOGIE MEDICALE;403664162;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011223068;17 802,81 €;Z0047165;16972,65
17947;10116;BNP PARIBAS LEASE GROUP;GIE ELEVAGE OCCITANIE;302592324;PERRET BUREAUTIQUE;Groupe BCMP;002021426;65 675,15 €;Z0056512;62976,26
17998;10256;BNP PARIBAS LEASE GROUP;SCP PHILIP.RIOLS FLOREN.MERIC-AURIOL;388697542;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011223367;58 798,74 €;Z0023435;57252,85
18169;10808;BNP PARIBAS LEASE GROUP;ATELIER MERID JOEL NISSOU ARCHITECTES;480463538;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224038;9 171,10 €;Z0093982;8622,01
18196;10153;BNP PARIBAS LEASE GROUP;SCP CLAVEL P & COUSINIE C;334271202;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011223294;10 865,02 €;Z0030204;10262,96
18227;10207;BNP PARIBAS LEASE GROUP;EURL ELYTEK;422027995;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011223288;2 745,52 €;Z0031210;2503,13
18292;10435;BNP PARIBAS LEASE GROUP;OGEC DE SAINT JORY;776847030;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11223511;77 113,66 €;Z0033966;73686,15
18306;10349;BNP PARIBAS LEASE GROUP;SARL SAINT MICHAEL;348167545;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11223400;46 608,75 €;Z0034370;44769,27
18308;10233;BNP PARIBAS LEASE GROUP;SOCIETE DE GESTION HOTELIERE;383861085;PERRET BUREAUTIQUE;Groupe BCMP;002021522;24 594,01 €;Z0061676;23447,47
18344;10236;BNP PARIBAS LEASE GROUP;PROGESTION;478621329;PERRET BUREAUTIQUE;Groupe BCMP;002021525;7 552,42 €;Z0036284;7026,15
18398;10554;BNP PARIBAS LEASE GROUP;ATYLEC;424929982;PERRET BUREAUTIQUE;Groupe BCMP;2021912;13 947,59 €;Z0079276;13226,23
18399;10234;BNP PARIBAS LEASE GROUP;SELARL GEOMETRES EXPERTS SANSAC CIVADE;424433811;PERRET BUREAUTIQUE;Groupe BCMP;002021523;15 065,81 €;Z0061664;14231,27
18411;10393;BNP PARIBAS LEASE GROUP;SOCIETE NOUVELLE FORMULE ENERGIE;502035314;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11223487;3 526,59 €;Z0069682;3215,45
18442;12745;BNP PARIBAS LEASE GROUP;CHRONOLAQ;453058430;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11226545;11 422,74 €;Z0192160;10749,1
18444;10181;BNP PARIBAS LEASE GROUP;IMMOBILIER DES COTEAUX;491073946;PERRET BUREAUTIQUE;Groupe BCMP;002021471;2 802,70 €;Z0039775;2555,27
18461;10549;BNP PARIBAS LEASE GROUP;GROUPEMENT D' INTERET PUBLIC RESSOURCES ET TERRITOIRES EN MI;183109032;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11223622;13 730,17 €;Z0078231;13314,02
18479;10437;BNP PARIBAS LEASE GROUP;FINAERO;422526210;PERRET BUREAUTIQUE;Groupe BCMP;2021755;71 727,91 €;Z0040156;69225,09
18482;10154;BNP PARIBAS LEASE GROUP;A.C.P.I AGENCE DE COURTAGE EN PR T IMMOBILIER;488081498;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011223296;4 706,92 €;Z0057567;4292,8
18483;10503;BNP PARIBAS LEASE GROUP;CHRONOLAQ;453058430;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11223599;13 741,40 €;Z0074400;13030,69
18522;10585;BNP PARIBAS LEASE GROUP;CENTRE DE BIOLOGIE MEDICALE;403664162;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11223716;20 695,57 €;Z0081322;19807,47
18590;10362;BNP PARIBAS LEASE GROUP;ASSOCIATION OLYMPE DE GOUGES;776939233;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11223445;10 979,37 €;Z0044797;10370,99
18606;10258;BNP PARIBAS LEASE GROUP;SARL POLATO;394769210;PERRET BUREAUTIQUE;Groupe BCMP;002021561;3 660,39 €;Z0045383;3337,47
18638;10257;BNP PARIBAS LEASE GROUP;MGF-MIDI.PYRENEES GIE;539454298;PERRET BUREAUTIQUE;Groupe BCMP;002021560;9 176,32 €;Z0063927;8508,3
18642;10583;BNP PARIBAS LEASE GROUP;EYDOUX NICOLAS;422440990;PERRET BUREAUTIQUE;Groupe BCMP;2021925;4 234,76 €;Z0046332;3837,91
18657;10947;BNP PARIBAS LEASE GROUP;FUJITSU SYSTEMS (EUROPE) LIMITED;384875019;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224156;25 916,71 €;Z0049592;24804,74
18678;10641;BNP PARIBAS LEASE GROUP;CAZALBOU SYLVAIN FRANCOIS;352289268;PERRET BUREAUTIQUE;Groupe BCMP;002021930;3 646,19 €;Z0047388;3337,48
18743;10544;BNP PARIBAS LEASE GROUP;CABINET LANG & ASSOCIES;349870162;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11223613;10 595,05 €;Z0049525;10046,89
18752;10803;BNP PARIBAS LEASE GROUP;SARL STEPHANE RAYNAUD;478119696;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224036;4 728,39 €;Z0049504;4328,26
18845;10235;BNP PARIBAS LEASE GROUP;EUROVIA MIDI-PYRENEES;414629162;PERRET BUREAUTIQUE;Groupe BCMP;002021533;10 149,85 €;Z0061680;9621,47
18855;12030;BNP PARIBAS LEASE GROUP;SCP CATALA & ASSOCIES;491639894;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225604;27 758,72 €;Z0153197;26625,36
18864;11049;BNP PARIBAS LEASE GROUP;ENTREPRISE GENERALE ELECTRIQUE;660801051;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11224230;29 960,71 €;Z0054275;28816,74
18873;11538;BNP PARIBAS LEASE GROUP;SPIKENET TECHNOLOGY;423942341;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224906;5 226,91 €;Z0054386;4803,23
18882;10858;BNP PARIBAS LEASE GROUP;CAPIM;798696886;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224096;8 373,70 €;Z0064250;7872,27
18883;10818;BNP PARIBAS LEASE GROUP;THIERRY PLETT;414313551;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224041;14 986,59 €;Z0094372;14178,56
18969;11997;BNP PARIBAS LEASE GROUP;STC SUD TOITURE CHARPENTE;407759018;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225626;2 571,07 €;Z0153201;2282,41
18994;10807;BNP PARIBAS LEASE GROUP;ASS SAUVEGARDE JEUNESSE HAUTE GARONNE;382106680;PERRET BUREAUTIQUE;Groupe BCMP;002022178;20 733,54 €;Z0058398;19843,81
18996;10804;BNP PARIBAS LEASE GROUP;NORBERT BRAIL ARCHITECTE;401405469;PERRET BUREAUTIQUE;Groupe BCMP;002022175;13 063,23 €;Z0058397;12387,55
19005;11449;BNP PARIBAS LEASE GROUP;LOGIS CONSEIL;393412978;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224788;3 884,71 €;Z0059344;3546,05
19038;10523;BNP PARIBAS LEASE GROUP;TALENTS RH;815148192;PERRET BUREAUTIQUE;Groupe BCMP;2021850;3 133,58 €;Z0060654;2868,15
19065;10809;BNP PARIBAS LEASE GROUP;JMB PATRIMOINE;503968711;PERRET BUREAUTIQUE;Groupe BCMP;002022185;4 500,57 €;Z0061970;4119,67
19075;12298;BNP PARIBAS LEASE GROUP;MENUISERIE DU LAURAGAIS;417990389;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225867;5 166,56 €;Z0168747;4724,49
19077;10776;BNP PARIBAS LEASE GROUP;ASS AIDE DOMICILE PERS AGEES AUX MALADES;776951444;PERRET BUREAUTIQUE;Groupe BCMP;002022154;15 265,59 €;Z0063141;14476,14
19115;11090;BNP PARIBAS LEASE GROUP;SARL PROMOCONFORT;338153711;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11224254;20 885,43 €;Z0111420;19989,19
